2, 129, 146
3, 282, 289
1, 248, 346
2, 126, 144
3, 283, 287
1, 249, 348
2, 123, 142
3, 284, 285
1, 250, 350
2, 120, 140
3, 285, 283
1, 251, 352
2, 117, 138
3, 286, 281
1, 252, 354
2, 114, 136
3, 287, 279
1, 253, 356
2, 111, 134
3, 288, 277
1, 254, 358
2, 108, 132
3, 289, 275
1, 255, 0
2, 105, 130
3, 290, 273
1, 256, 2
2, 102, 128
3, 291, 271
1, 257, 4
2, 99, 126
3, 292, 269
1, 258, 6
2, 96, 124
3, 293, 267
1, 259, 8
2, 93, 122
3, 294, 265
1, 260, 10
2, 90, 120
3, 295, 263
1, 261, 12
2, 87, 118
3, 296, 261
1, 262, 14
2, 84, 116
3, 297, 259
1, 263, 16
2, 81, 114
3, 298, 257
1, 264, 18
2, 78, 112
3, 299, 255
1, 265, 20
2, 75, 110
3, 300, 253
1, 266, 22
2, 72, 108
3, 301, 251
1, 267, 24
2, 69, 106
3, 302, 249
1, 268, 26
2, 66, 104
3, 303, 247
1, 269, 28
2, 63, 102
3, 304, 245
1, 270, 30
2, 60, 100
3, 305, 243
1, 271, 32
2, 57, 98
3, 306, 241
1, 272, 34
2, 54, 96
3, 307, 239
1, 273, 36
2, 51, 94
3, 308, 237
1, 274, 38
2, 48, 92
3, 309, 235
1, 275, 40
2, 45, 90
3, 310, 233
1, 276, 42
2, 42, 88
3, 311, 231
1, 277, 44
2, 39, 86
3, 312, 229
1, 278, 46
2, 36, 84
3, 313, 227
1, 279, 48
2, 33, 82
3, 314, 225
1, 280, 50
2, 30, 80
3, 315, 223
1, 281, 52
2, 27, 78
3, 316, 221
1, 282, 54
2, 24, 76
3, 317, 219
1, 283, 56
2, 21, 74
3, 318, 217
1, 284, 58
2, 18, 72
3, 319, 215
1, 285, 60
2, 15, 70
3, 320, 213
1, 286, 62
2, 12, 68
3, 321, 211
1, 287, 64
2, 9, 66
3, 322, 209
1, 288, 66
2, 6, 64
3, 323, 207
1, 289, 68
2, 3, 62
3, 324, 205
1, 290, 70
2, 0, 60
3, 325, 203
1, 291, 72
2, 357, 58
3, 326, 201
1, 292, 74
2, 354, 56
3, 327, 199
1, 293, 76
2, 351, 54
3, 328, 197
1, 294, 78
2, 348, 52
3, 329, 195
1, 295, 80
2, 345, 50
3, 330, 193
1, 296, 82
2, 342, 48
3, 331, 191
1, 297, 84
2, 339, 46
3, 332, 189
1, 298, 86
2, 336, 44
3, 333, 187
1, 299, 88
2, 333, 42
3, 334, 185
1, 300, 90
2, 330, 40
3, 335, 183
1, 301, 92
2, 327, 38
3, 336, 181
1, 302, 94
2, 324, 36
3, 337, 179
1, 303, 96
2, 321, 34
3, 338, 177
1, 304, 98
2, 318, 32
3, 339, 175
1, 305, 100
2, 315, 30
3, 340, 173
1, 306, 102
2, 312, 28
3, 341, 171
1, 307, 104
2, 309, 26
3, 342, 169
1, 308, 106
2, 306, 24
3, 343, 167
1, 309, 108
2, 303, 22
3, 344, 165
1, 310, 110
2, 300, 20
3, 345, 163
1, 311, 112
2, 297, 18
3, 346, 161
1, 312, 114
2, 294, 16
3, 347, 159
1, 313, 116
2, 291, 14
3, 348, 157
1, 314, 118
2, 288, 12
3, 349, 155
1, 315, 120
2, 285, 10
3, 350, 153
1, 316, 122
2, 282, 8
3, 351, 151
1, 317, 124
2, 279, 6
3, 352, 149
1, 318, 126
2, 276, 4
3, 353, 147
1, 319, 128
2, 273, 2
3, 354, 145
1, 320, 130
2, 270, 0
3, 355, 143
1, 321, 132
2, 267, -2
3, 356, 141
1, 322, 134
2, 264, 356
3, 357, 139
1, 323, 136
2, 261, 354
3, 358, 137
1, 324, 138
2, 258, 352
3, 359, 135
1, 325, 140
2, 255, 350
3, 0, 133
1, 326, 142
2, 252, 348
3, 1, 131
1, 327, 144
2, 249, 346
3, 2, 129
1, 328, 146
2, 246, 344
3, 3, 127
1, 329, 148
2, 243, 342
3, 4, 125
1, 330, 150
2, 240, 340
3, 5, 123
1, 331, 152
2, 237, 338
3, 6, 121
1, 332, 154
2, 234, 336
3, 7, 119
1, 333, 156
2, 231, 334
3, 8, 117
1, 334, 158
2, 228, 332
3, 9, 115
1, 335, 160
2, 225, 330
3, 10, 113
1, 336, 162
2, 222, 328
3, 11, 111
1, 337, 164
2, 219, 326
3, 12, 109
1, 338, 166
2, 216, 324
3, 13, 107
1, 339, 168
2, 213, 322
3, 14, 105
1, 340, 170
2, 210, 320
3, 15, 103
1, 341, 172
2, 207, 318
3, 16, 101
1, 342, 174
2, 204, 316
3, 17, 99
1, 343, 176
2, 201, 314
3, 18, 97
1, 344, 178
2, 198, 312
3, 19, 95
1, 345, 180
2, 195, 310
3, 20, 93
1, 346, 182
2, 192, 308
3, 21, 91
1, 347, 184
2, 189, 306
3, 22, 89
1, 348, 186
2, 186, 304
3, 23, 87
1, 349, 188
2, 183, 302
3, 24, 85
1, 350, 190
2, 180, 300
3, 25, 83
1, 351, 192
2, 177, 298
3, 26, 81
1, 352, 194
2, 174, 296
3, 27, 79
1, 353, 196
2, 171, 294
3, 28, 77
1, 354, 198
2, 168, 292
3, 29, 75
1, 355, 200
2, 165, 290
3, 30, 73
1, 356, 202
2, 162, 288
3, 31, 71
1, 357, 204
2, 159, 286
3, 32, 69
1, 358, 206
2, 156, 284
3, 33, 67
1, 359, 208
2, 153, 282
3, 34, 65
1, 0, 210
2, 150, 280
3, 35, 63
1, 1, 212
2, 147, 278
3, 36, 61
1, 2, 214
2, 144, 276
3, 37, 59
1, 3, 216
2, 141, 274
3, 38, 57
1, 4, 218
2, 138, 272
3, 39, 55
1, 5, 220
2, 135, 270
3, 40, 53
1, 6, 222
2, 132, 268
3, 41, 51
1, 7, 224
2, 129, 266
3, 42, 49
1, 8, 226
2, 126, 264
3, 43, 47
1, 9, 228
2, 123, 262
3, 44, 45
1, 10, 230
2, 120, 260
3, 45, 43
1, 11, 232
2, 117, 258
3, 46, 41
1, 12, 234
2, 114, 256
3, 47, 39
1, 13, 236
2, 111, 254
3, 48, 37
1, 14, 238
2, 108, 252
3, 49, 35
1, 15, 240
2, 105, 250
3, 50, 33
1, 16, 242
2, 102, 248
3, 51, 31
1, 17, 244
2, 99, 246
3, 52, 29
1, 18, 246
2, 96, 244
3, 53, 27
1, 19, 248
2, 93, 242
3, 54, 25
1, 20, 250
2, 90, 240
3, 55, 23
1, 21, 252
2, 87, 238
3, 56, 21
1, 22, 254
2, 84, 236
3, 57, 19
1, 23, 256
2, 81, 234
3, 58, 17
1, 24, 258
2, 78, 232
3, 59, 15
1, 25, 260
2, 75, 230
3, 60, 13
1, 26, 262
2, 72, 228
3, 61, 11
1, 27, 264
2, 69, 226
3, 62, 9
1, 28, 266
2, 66, 224
3, 63, 7
1, 29, 268
2, 63, 222
3, 64, 5
1, 30, 270
2, 60, 220
3, 65, 3
1, 31, 272
2, 57, 218
3, 66, 1
1, 32, 274
2, 54, 216
3, 67, -1
1, 33, 276
2, 51, 214
3, 68, 357
1, 34, 278
2, 48, 212
3, 69, 355
1, 35, 280
2, 45, 210
3, 70, 353
1, 36, 282
2, 42, 208
3, 71, 351
1, 37, 284
2, 39, 206
3, 72, 349
1, 38, 286
2, 36, 204
3, 73, 347
1, 39, 288
2, 33, 202
3, 74, 345
1, 40, 290
2, 30, 200
3, 75, 343
1, 41, 292
2, 27, 198
3, 76, 341
1, 42, 294
2, 24, 196
3, 77, 339
1, 43, 296
2, 21, 194
3, 78, 337
1, 44, 298
2, 18, 192
3, 79, 335
1, 45, 300
2, 15, 190
3, 80, 333
1, 46, 302
2, 12, 188
3, 81, 331
1, 47, 304
2, 9, 186
3, 82, 329
1, 48, 306
2, 6, 184
3, 83, 327
1, 49, 308
2, 3, 182
3, 84, 325
1, 50, 310
2, 0, 180
3, 85, 323
1, 51, 312
2, 357, 178
3, 86, 321
1, 52, 314
2, 354, 176
3, 87, 319
1, 53, 316
2, 351, 174
3, 88, 317
1, 54, 318
2, 348, 172
3, 89, 315
1, 55, 320
2, 345, 170
3, 90, 313
1, 56, 322
2, 342, 168
3, 91, 311
1, 57, 324
2, 339, 166
3, 92, 309
1, 58, 326
2, 336, 164
3, 93, 307
1, 59, 328
2, 333, 162
3, 94, 305
1, 60, 330
2, 330, 160
3, 95, 303
1, 61, 332
2, 327, 158
3, 96, 301
1, 62, 334
2, 324, 156
3, 97, 299
1, 63, 336
2, 321, 154
3, 98, 297
1, 64, 338
2, 318, 152
3, 99, 295
1, 65, 340
2, 315, 150
3, 100, 293
1, 66, 342
2, 312, 148
3, 101, 291
1, 67, 344
2, 309, 146
3, 102, 289
1, 68, 346
2, 306, 144
3, 103, 287
1, 69, 348
2, 303, 142
3, 104, 285
1, 70, 350
2, 300, 140
3, 105, 283
1, 71, 352
2, 297, 138
3, 106, 281
1, 72, 354
2, 294, 136
3, 107, 279
1, 73, 356
2, 291, 134
3, 108, 277
1, 74, 358
2, 288, 132
3, 109, 275
1, 75, 0
2, 285, 130
3, 110, 273
1, 76, 2
2, 282, 128
3, 111, 271
1, 77, 4
2, 279, 126
3, 112, 269
1, 78, 6
2, 276, 124
3, 113, 267
1, 79, 8
2, 273, 122
3, 114, 265
1, 80, 10
2, 270, 120
3, 115, 263
